"행정구역","2022년_거주자_총인구수","2022년_거주자_연령구간인구수","2022년_거주자_0~4세","2022년_거주자_5~9세","2022년_거주자_10~14세","2022년_거주자_15~19세","2022년_거주자_20~24세","2022년_거주자_25~29세","2022년_거주자_30~34세","2022년_거주자_35~39세","2022년_거주자_40~44세","2022년_거주자_45~49세","2022년_거주자_50~54세","2022년_거주자_55~59세","2022년_거주자_60~64세","2022년_거주자_65~69세","2022년_거주자_70~74세","2022년_거주자_75~79세","2022년_거주자_80~84세","2022년_거주자_85~89세","2022년_거주자_90~94세","2022년_거주자_95~99세","2022년_거주자_100세 이상","2022년_남_거주자_총인구수","2022년_남_거주자_연령구간인구수","2022년_남_거주자_0~4세","2022년_남_거주자_5~9세","2022년_남_거주자_10~14세","2022년_남_거주자_15~19세","2022년_남_거주자_20~24세","2022년_남_거주자_25~29세","2022년_남_거주자_30~34세","2022년_남_거주자_35~39세","2022년_남_거주자_40~44세","2022년_남_거주자_45~49세","2022년_남_거주자_50~54세","2022년_남_거주자_55~59세","2022년_남_거주자_60~64세","2022년_남_거주자_65~69세","2022년_남_거주자_70~74세","2022년_남_거주자_75~79세","2022년_남_거주자_80~84세","2022년_남_거주자_85~89세","2022년_남_거주자_90~94세","2022년_남_거주자_95~99세","2022년_남_거주자_100세 이상","2022년_여_거주자_총인구수","2022년_여_거주자_연령구간인구수","2022년_여_거주자_0~4세","2022년_여_거주자_5~9세","2022년_여_거주자_10~14세","2022년_여_거주자_15~19세","2022년_여_거주자_20~24세","2022년_여_거주자_25~29세","2022년_여_거주자_30~34세","2022년_여_거주자_35~39세","2022년_여_거주자_40~44세","2022년_여_거주자_45~49세","2022년_여_거주자_50~54세","2022년_여_거주자_55~59세","2022년_여_거주자_60~64세","2022년_여_거주자_65~69세","2022년_여_거주자_70~74세","2022년_여_거주자_75~79세","2022년_여_거주자_80~84세","2022년_여_거주자_85~89세","2022년_여_거주자_90~94세","2022년_여_거주자_95~99세","2022년_여_거주자_100세 이상","2023년_거주자_총인구수","2023년_거주자_연령구간인구수","2023년_거주자_0~4세","2023년_거주자_5~9세","2023년_거주자_10~14세","2023년_거주자_15~19세","2023년_거주자_20~24세","2023년_거주자_25~29세","2023년_거주자_30~34세","2023년_거주자_35~39세","2023년_거주자_40~44세","2023년_거주자_45~49세","2023년_거주자_50~54세","2023년_거주자_55~59세","2023년_거주자_60~64세","2023년_거주자_65~69세","2023년_거주자_70~74세","2023년_거주자_75~79세","2023년_거주자_80~84세","2023년_거주자_85~89세","2023년_거주자_90~94세","2023년_거주자_95~99세","2023년_거주자_100세 이상","2023년_남_거주자_총인구수","2023년_남_거주자_연령구간인구수","2023년_남_거주자_0~4세","2023년_남_거주자_5~9세","2023년_남_거주자_10~14세","2023년_남_거주자_15~19세","2023년_남_거주자_20~24세","2023년_남_거주자_25~29세","2023년_남_거주자_30~34세","2023년_남_거주자_35~39세","2023년_남_거주자_40~44세","2023년_남_거주자_45~49세","2023년_남_거주자_50~54세","2023년_남_거주자_55~59세","2023년_남_거주자_60~64세","2023년_남_거주자_65~69세","2023년_남_거주자_70~74세","2023년_남_거주자_75~79세","2023년_남_거주자_80~84세","2023년_남_거주자_85~89세","2023년_남_거주자_90~94세","2023년_남_거주자_95~99세","2023년_남_거주자_100세 이상","2023년_여_거주자_총인구수","2023년_여_거주자_연령구간인구수","2023년_여_거주자_0~4세","2023년_여_거주자_5~9세","2023년_여_거주자_10~14세","2023년_여_거주자_15~19세","2023년_여_거주자_20~24세","2023년_여_거주자_25~29세","2023년_여_거주자_30~34세","2023년_여_거주자_35~39세","2023년_여_거주자_40~44세","2023년_여_거주자_45~49세","2023년_여_거주자_50~54세","2023년_여_거주자_55~59세","2023년_여_거주자_60~64세","2023년_여_거주자_65~69세","2023년_여_거주자_70~74세","2023년_여_거주자_75~79세","2023년_여_거주자_80~84세","2023년_여_거주자_85~89세","2023년_여_거주자_90~94세","2023년_여_거주자_95~99세","2023년_여_거주자_100세 이상","2024년_거주자_총인구수","2024년_거주자_연령구간인구수","2024년_거주자_0~4세","2024년_거주자_5~9세","2024년_거주자_10~14세","2024년_거주자_15~19세","2024년_거주자_20~24세","2024년_거주자_25~29세","2024년_거주자_30~34세","2024년_거주자_35~39세","2024년_거주자_40~44세","2024년_거주자_45~49세","2024년_거주자_50~54세","2024년_거주자_55~59세","2024년_거주자_60~64세","2024년_거주자_65~69세","2024년_거주자_70~74세","2024년_거주자_75~79세","2024년_거주자_80~84세","2024년_거주자_85~89세","2024년_거주자_90~94세","2024년_거주자_95~99세","2024년_거주자_100세 이상","2024년_남_거주자_총인구수","2024년_남_거주자_연령구간인구수","2024년_남_거주자_0~4세","2024년_남_거주자_5~9세","2024년_남_거주자_10~14세","2024년_남_거주자_15~19세","2024년_남_거주자_20~24세","2024년_남_거주자_25~29세","2024년_남_거주자_30~34세","2024년_남_거주자_35~39세","2024년_남_거주자_40~44세","2024년_남_거주자_45~49세","2024년_남_거주자_50~54세","2024년_남_거주자_55~59세","2024년_남_거주자_60~64세","2024년_남_거주자_65~69세","2024년_남_거주자_70~74세","2024년_남_거주자_75~79세","2024년_남_거주자_80~84세","2024년_남_거주자_85~89세","2024년_남_거주자_90~94세","2024년_남_거주자_95~99세","2024년_남_거주자_100세 이상","2024년_여_거주자_총인구수","2024년_여_거주자_연령구간인구수","2024년_여_거주자_0~4세","2024년_여_거주자_5~9세","2024년_여_거주자_10~14세","2024년_여_거주자_15~19세","2024년_여_거주자_20~24세","2024년_여_거주자_25~29세","2024년_여_거주자_30~34세","2024년_여_거주자_35~39세","2024년_여_거주자_40~44세","2024년_여_거주자_45~49세","2024년_여_거주자_50~54세","2024년_여_거주자_55~59세","2024년_여_거주자_60~64세","2024년_여_거주자_65~69세","2024년_여_거주자_70~74세","2024년_여_거주자_75~79세","2024년_여_거주자_80~84세","2024년_여_거주자_85~89세","2024년_여_거주자_90~94세","2024년_여_거주자_95~99세","2024년_여_거주자_100세 이상"
"충청북도 옥천군 (4373000000)","49,423","49,423","768","1,366","1,810","1,872","2,049","1,855","1,508","1,855","2,698","3,170","4,072","4,397","5,753","5,022","3,756","2,656","2,574","1,585","537","105","15","24,919","24,919","417","696","943","1,001","1,162","1,075","816","925","1,405","1,700","2,185","2,349","2,997","2,582","1,911","1,166","933","492","141","22","1","24,504","24,504","351","670","867","871","887","780","692","930","1,293","1,470","1,887","2,048","2,756","2,440","1,845","1,490","1,641","1,093","396","83","14","48,785","48,785","689","1,256","1,731","1,863","1,982","1,777","1,527","1,679","2,585","2,958","3,974","4,541","5,578","5,242","3,870","2,658","2,584","1,567","586","117","21","24,659","24,659","377","645","903","987","1,148","1,021","844","845","1,344","1,579","2,168","2,371","2,920","2,721","1,982","1,194","960","472","148","27","3","24,126","24,126","312","611","828","876","834","756","683","834","1,241","1,379","1,806","2,170","2,658","2,521","1,888","1,464","1,624","1,095","438","90","18","48,090","48,090","632","1,103","1,686","1,844","1,839","1,751","1,478","1,587","2,450","2,824","3,756","4,542","5,408","5,424","4,055","2,828","2,481","1,622","631","129","20","24,320","24,320","338","577","884","966","1,057","985","829","805","1,247","1,519","2,047","2,357","2,875","2,805","2,067","1,346","935","496","150","33","2","23,770","23,770","294","526","802","878","782","766","649","782","1,203","1,305","1,709","2,185","2,533","2,619","1,988","1,482","1,546","1,126","481","96","18"
"충청북도 영동군 (4374000000)","44,858","44,858","727","1,078","1,469","1,594","1,983","1,568","1,255","1,457","2,031","2,692","3,645","4,183","5,423","4,684","3,474","2,741","2,759","1,505","471","100","19","22,430","22,430","387","532","777","808","1,096","899","712","771","1,059","1,498","1,992","2,227","2,785","2,453","1,625","1,181","1,031","462","111","22","2","22,428","22,428","340","546","692","786","887","669","543","686","972","1,194","1,653","1,956","2,638","2,231","1,849","1,560","1,728","1,043","360","78","17","44,060","44,060","621","1,003","1,403","1,515","1,755","1,538","1,261","1,363","1,956","2,395","3,521","4,280","5,305","4,900","3,554","2,776","2,744","1,552","499","103","16","22,068","22,068","328","504","735","779","993","864","716","729","1,021","1,314","1,955","2,270","2,687","2,577","1,708","1,221","1,041","488","115","23","0","21,992","21,992","293","499","668","736","762","674","545","634","935","1,081","1,566","2,010","2,618","2,323","1,846","1,555","1,703","1,064","384","80","16","43,432","43,432","569","873","1,335","1,478","1,613","1,464","1,278","1,286","1,802","2,314","3,336","4,283","5,194","5,145","3,663","2,851","2,636","1,657","523","114","18","21,864","21,864","311","438","691","766","903","831","745","686","958","1,251","1,866","2,284","2,669","2,698","1,800","1,288","995","523","136","24","1","21,568","21,568","258","435","644","712","710","633","533","600","844","1,063","1,470","1,999","2,525","2,447","1,863","1,563","1,641","1,134","387","90","17"
"충청북도 증평군 (4374500000)","37,152","37,152","1,124","1,651","1,811","1,591","1,913","2,527","2,161","2,330","2,723","2,815","3,160","2,923","3,172","2,519","1,601","1,257","1,068","603","164","37","2","19,324","19,324","568","851","952","822","1,097","1,511","1,234","1,288","1,457","1,525","1,661","1,539","1,634","1,225","786","546","404","188","29","7","0","17,828","17,828","556","800","859","769","816","1,016","927","1,042","1,266","1,290","1,499","1,384","1,538","1,294","815","711","664","415","135","30","2","37,366","37,366","1,055","1,577","1,783","1,596","1,769","2,474","2,319","2,209","2,796","2,688","3,133","3,140","3,151","2,703","1,697","1,303","1,084","649","203","34","3","19,452","19,452","559","795","940","850","1,002","1,443","1,330","1,225","1,534","1,460","1,642","1,639","1,640","1,327","816","601","401","202","39","7","0","17,914","17,914","496","782","843","746","767","1,031","989","984","1,262","1,228","1,491","1,501","1,511","1,376","881","702","683","447","164","27","3","37,058","37,058","990","1,451","1,784","1,602","1,589","2,298","2,401","2,142","2,680","2,597","3,101","3,220","3,181","2,829","1,864","1,320","1,064","679","224","38","4","19,307","19,307","526","738","921","864","914","1,345","1,390","1,173","1,475","1,393","1,657","1,682","1,638","1,410","907","607","402","215","42","8","0","17,751","17,751","464","713","863","738","675","953","1,011","969","1,205","1,204","1,444","1,538","1,543","1,419","957","713","662","464","182","30","4"
"충청북도 진천군 (4375000000)","85,921","85,921","2,891","4,108","4,389","4,038","4,049","5,026","5,336","5,810","7,222","6,965","7,194","6,733","6,895","5,147","3,253","2,437","2,373","1,494","455","90","16","45,349","45,349","1,555","2,083","2,276","2,105","2,347","2,958","3,094","3,136","3,922","3,800","3,972","3,703","3,651","2,615","1,615","1,078","890","429","100","14","6","40,572","40,572","1,336","2,025","2,113","1,933","1,702","2,068","2,242","2,674","3,300","3,165","3,222","3,030","3,244","2,532","1,638","1,359","1,483","1,065","355","76","10","86,028","86,028","2,662","3,893","4,343","4,108","3,769","4,854","5,362","5,505","7,380","6,863","7,230","7,159","6,992","5,497","3,437","2,519","2,295","1,561","488","104","7","45,512","45,512","1,430","2,004","2,204","2,183","2,182","2,848","3,159","2,959","3,995","3,776","4,005","3,923","3,707","2,846","1,692","1,151","854","466","111","15","2","40,516","40,516","1,232","1,889","2,139","1,925","1,587","2,006","2,203","2,546","3,385","3,087","3,225","3,236","3,285","2,651","1,745","1,368","1,441","1,095","377","89","5","86,302","86,302","2,579","3,768","4,439","4,005","3,533","4,510","5,458","5,483","7,162","6,961","7,217","7,371","7,077","5,901","3,714","2,615","2,177","1,645","569","108","10","45,578","45,578","1,360","1,949","2,243","2,104","2,054","2,650","3,168","2,972","3,836","3,828","4,011","4,049","3,777","3,073","1,795","1,246","823","499","125","16","0","40,724","40,724","1,219","1,819","2,196","1,901","1,479","1,860","2,290","2,511","3,326","3,133","3,206","3,322","3,300","2,828","1,919","1,369","1,354","1,146","444","92","10"
"충청북도 괴산군 (4376000000)","36,960","36,960","447","762","902","933","1,247","1,104","1,006","1,128","1,568","1,929","2,916","3,857","5,225","4,405","3,023","2,379","2,300","1,308","445","62","14","19,033","19,033","224","381","449","498","727","660","567","631","860","1,120","1,670","2,069","2,817","2,325","1,572","1,080","884","383","99","13","4","17,927","17,927","223","381","453","435","520","444","439","497","708","809","1,246","1,788","2,408","2,080","1,451","1,299","1,416","925","346","49","10","36,510","36,510","426","695","887","906","1,102","1,052","969","1,078","1,537","1,757","2,735","3,824","5,074","4,776","3,126","2,381","2,264","1,345","478","89","9","18,828","18,828","217","363","439","477","662","616","571","598","843","1,015","1,570","2,046","2,709","2,585","1,597","1,134","855","418","95","18","0","17,682","17,682","209","332","448","429","440","436","398","480","694","742","1,165","1,778","2,365","2,191","1,529","1,247","1,409","927","383","71","9","36,173","36,173","414","620","840","903","1,086","1,007","957","972","1,412","1,704","2,544","3,783","4,916","4,951","3,400","2,467","2,180","1,391","510","103","13","18,742","18,742","212","326","433","446","641","601","547","554","784","968","1,487","2,016","2,639","2,730","1,718","1,233","826","453","110","17","1","17,431","17,431","202","294","407","457","445","406","410","418","628","736","1,057","1,767","2,277","2,221","1,682","1,234","1,354","938","400","86","12"
"충청북도 음성군 (4377000000)","91,658","91,658","1,912","3,098","3,631","3,624","4,058","4,685","4,297","4,581","6,143","6,940","8,480","8,596","9,865","7,353","4,774","3,670","3,320","1,847","631","130","23","48,591","48,591","986","1,593","1,935","1,907","2,282","2,699","2,540","2,578","3,346","3,918","4,775","4,695","5,410","3,833","2,415","1,684","1,293","541","131","22","8","43,067","43,067","926","1,505","1,696","1,717","1,776","1,986","1,757","2,003","2,797","3,022","3,705","3,901","4,455","3,520","2,359","1,986","2,027","1,306","500","108","15","90,801","90,801","1,745","2,799","3,589","3,541","3,671","4,528","4,526","4,253","5,951","6,433","8,360","8,947","9,693","7,976","4,978","3,712","3,313","1,964","651","149","22","48,202","48,202","869","1,476","1,920","1,848","2,053","2,633","2,679","2,397","3,251","3,633","4,719","4,887","5,334","4,118","2,553","1,754","1,316","595","135","26","6","42,599","42,599","876","1,323","1,669","1,693","1,618","1,895","1,847","1,856","2,700","2,800","3,641","4,060","4,359","3,858","2,425","1,958","1,997","1,369","516","123","16","90,867","90,867","1,605","2,568","3,453","3,647","3,476","4,528","4,694","4,144","5,635","6,297","8,077","9,160","9,677","8,541","5,377","3,785","3,238","2,038","727","173","27","48,381","48,381","795","1,336","1,843","1,916","1,946","2,634","2,812","2,347","3,118","3,531","4,569","5,042","5,336","4,469","2,736","1,812","1,290","647","163","32","7","42,486","42,486","810","1,232","1,610","1,731","1,530","1,894","1,882","1,797","2,517","2,766","3,508","4,118","4,341","4,072","2,641","1,973","1,948","1,391","564","141","20"
"충청북도 단양군 (4380000000)","27,705","27,705","392","582","810","952","972","913","793","909","1,277","1,567","2,352","2,775","3,765","3,192","2,155","1,704","1,508","793","249","33","12","14,082","14,082","198","310","440","521","545","548","444","484","686","851","1,284","1,476","1,918","1,688","1,062","732","579","244","64","6","2","13,623","13,623","194","272","370","431","427","365","349","425","591","716","1,068","1,299","1,847","1,504","1,093","972","929","549","185","27","10","27,639","27,639","351","576","779","930","865","921","822","871","1,216","1,451","2,296","2,805","3,703","3,419","2,185","1,762","1,534","828","269","47","9","14,051","14,051","171","306","431","502","494","554","451","470","646","781","1,267","1,479","1,915","1,805","1,081","777","605","243","64","8","1","13,588","13,588","180","270","348","428","371","367","371","401","570","670","1,029","1,326","1,788","1,614","1,104","985","929","585","205","39","8","27,295","27,295","309","545","743","886","795","868","815","839","1,134","1,381","2,135","2,779","3,584","3,605","2,321","1,809","1,527","873","284","53","10","13,934","13,934","145","279","418","465","465","526","461","461","603","756","1,160","1,483","1,877","1,896","1,159","845","595","260","68","10","2","13,361","13,361","164","266","325","421","330","342","354","378","531","625","975","1,296","1,707","1,709","1,162","964","932","613","216","43","8"
"충청남도  (4400000000)","2,116,457","2,116,457","61,296","91,153","103,022","99,130","111,182","119,452","120,762","131,743","162,815","162,669","178,062","161,729","177,339","135,258","100,278","73,381","68,561","41,090","14,292","2,813","430","1,082,549","1,082,549","31,396","46,668","53,207","51,460","60,700","67,393","66,365","70,153","86,844","86,080","95,156","85,115","90,764","67,348","48,184","32,781","25,700","13,134","3,481","570","50","1,033,908","1,033,908","29,900","44,485","49,815","47,670","50,482","52,059","54,397","61,590","75,971","76,589","82,906","76,614","86,575","67,910","52,094","40,600","42,861","27,956","10,811","2,243","380","2,123,444","2,123,444","57,105","86,626","102,138","99,766","106,984","118,186","123,219","126,975","164,870","157,581","178,695","169,478","178,140","145,762","101,168","77,143","67,495","42,989","15,543","3,095","486","1,087,362","1,087,362","29,323","44,369","52,703","51,709","58,068","67,135","67,863","67,941","87,542","83,846","95,563","89,080","91,646","72,816","48,658","35,256","25,605","13,709","3,884","581","65","1,036,082","1,036,082","27,782","42,257","49,435","48,057","48,916","51,051","55,356","59,034","77,328","73,735","83,132","80,398","86,494","72,946","52,510","41,887","41,890","29,280","11,659","2,514","421","2,129,779","2,129,779","54,004","81,284","101,875","99,757","103,198","116,594","125,882","125,529","159,550","156,920","177,907","173,521","179,040","154,824","106,872","81,074","66,110","44,815","17,075","3,469","479","1,091,872","1,091,872","27,770","41,684","52,462","51,645","55,905","65,954","69,972","67,373","84,902","83,297","95,316","91,207","92,641","77,707","51,409","37,786","25,449","14,343","4,315","662","73","1,037,907","1,037,907","26,234","39,600","49,413","48,112","47,293","50,640","55,910","58,156","74,648","73,623","82,591","82,314","86,399","77,117","55,463","43,288","40,661","30,472","12,760","2,807","406"
"충청남도 천안시 (4413000000)","655,119","655,119","22,411","31,799","34,656","33,228","42,602","49,182","48,824","50,359","57,633","54,181","56,897","47,586","45,230","28,948","18,919","13,136","10,887","6,045","2,076","450","70","335,121","335,121","11,501","16,285","17,828","17,183","22,212","26,589","26,223","26,734","30,476","27,601","29,090","24,307","23,259","14,450","9,025","5,846","4,078","1,878","464","85","7","319,998","319,998","10,910","15,514","16,828","16,045","20,390","22,593","22,601","23,625","27,157","26,580","27,807","23,279","21,971","14,498","9,894","7,290","6,809","4,167","1,612","365","63","653,442","653,442","20,056","29,799","34,255","33,233","41,346","48,095","48,756","47,763","58,268","52,562","57,150","50,335","46,213","31,968","19,384","14,090","10,977","6,426","2,212","475","79","334,486","334,486","10,317","15,283","17,565","17,203","21,365","26,381","26,251","25,476","30,590","27,153","29,240","25,589","23,718","15,936","9,283","6,371","4,165","1,993","513","85","9","318,956","318,956","9,739","14,516","16,690","16,030","19,981","21,714","22,505","22,287","27,678","25,409","27,910","24,746","22,495","16,032","10,101","7,719","6,812","4,433","1,699","390","70","657,414","657,414","18,929","27,776","34,266","33,182","40,016","47,398","49,896","47,080","56,615","52,795","57,296","52,383","47,596","35,251","21,044","14,881","11,045","6,847","2,515","531","72","336,946","336,946","9,716","14,314","17,530","17,150","20,620","25,985","27,252","25,190","29,851","27,346","29,428","26,485","24,457","17,593","10,095","6,823","4,256","2,142","599","101","13","320,468","320,468","9,213","13,462","16,736","16,032","19,396","21,413","22,644","21,890","26,764","25,449","27,868","25,898","23,139","17,658","10,949","8,058","6,789","4,705","1,916","430","59"
"충청남도 천안시 동남구 (4413100000)","254,647","254,647","6,882","10,529","12,739","12,859","16,508","17,202","15,261","15,659","20,329","21,070","22,859","20,423","21,253","14,471","9,698","6,713","5,615","3,181","1,123","237","36","129,018","129,018","3,538","5,410","6,570","6,669","8,692","9,242","8,295","8,174","10,462","10,807","11,635","10,394","10,782","7,206","4,654","3,024","2,158","1,005","253","44","4","125,629","125,629","3,344","5,119","6,169","6,190","7,816","7,960","6,966","7,485","9,867","10,263","11,224","10,029","10,471","7,265","5,044","3,689","3,457","2,176","870","193","32","255,672","255,672","6,356","9,836","12,493","12,848","16,194","17,147","15,797","14,986","20,345","20,241","23,040","21,485","21,439","15,768","9,961","7,204","5,650","3,402","1,183","254","43","129,439","129,439","3,252","5,030","6,437","6,659","8,375","9,298","8,573","7,917","10,370","10,469","11,775","10,872","10,890","7,813","4,805","3,309","2,194","1,062","287","47","5","126,233","126,233","3,104","4,806","6,056","6,189","7,819","7,849","7,224","7,069","9,975","9,772","11,265","10,613","10,549","7,955","5,156","3,895","3,456","2,340","896","207","38","260,161","260,161","6,284","9,214","12,392","12,876","15,966","16,994","17,111","15,168","19,687","20,281","23,254","22,321","21,960","17,287","10,798","7,593","5,732","3,585","1,331","288","39","131,854","131,854","3,195","4,736","6,352","6,668","8,223","9,206","9,380","8,122","10,158","10,411","11,941","11,235","11,102","8,608","5,225","3,516","2,250","1,138","325","57","6","128,307","128,307","3,089","4,478","6,040","6,208","7,743","7,788","7,731","7,046","9,529","9,870","11,313","11,086","10,858","8,679","5,573","4,077","3,482","2,447","1,006","231","33"
"충청남도 천안시 서북구 (4413300000)","400,472","400,472","15,529","21,270","21,917","20,369","26,094","31,980","33,563","34,700","37,304","33,111","34,038","27,163","23,977","14,477","9,221","6,423","5,272","2,864","953","213","34","206,103","206,103","7,963","10,875","11,258","10,514","13,520","17,347","17,928","18,560","20,014","16,794","17,455","13,913","12,477","7,244","4,371","2,822","1,920","873","211","41","3","194,369","194,369","7,566","10,395","10,659","9,855","12,574","14,633","15,635","16,140","17,290","16,317","16,583","13,250","11,500","7,233","4,850","3,601","3,352","1,991","742","172","31","397,770","397,770","13,700","19,963","21,762","20,385","25,152","30,948","32,959","32,777","37,923","32,321","34,110","28,850","24,774","16,200","9,423","6,886","5,327","3,024","1,029","221","36","205,047","205,047","7,065","10,253","11,128","10,544","12,990","17,083","17,678","17,559","20,220","16,684","17,465","14,717","12,828","8,123","4,478","3,062","1,971","931","226","38","4","192,723","192,723","6,635","9,710","10,634","9,841","12,162","13,865","15,281","15,218","17,703","15,637","16,645","14,133","11,946","8,077","4,945","3,824","3,356","2,093","803","183","32","397,253","397,253","12,645","18,562","21,874","20,306","24,050","30,404","32,785","31,912","36,928","32,514","34,042","30,062","25,636","17,964","10,246","7,288","5,313","3,262","1,184","243","33","205,092","205,092","6,521","9,578","11,178","10,482","12,397","16,779","17,872","17,068","19,693","16,935","17,487","15,250","13,355","8,985","4,870","3,307","2,006","1,004","274","44","7","192,161","192,161","6,124","8,984","10,696","9,824","11,653","13,625","14,913","14,844","17,235","15,579","16,555","14,812","12,281","8,979","5,376","3,981","3,307","2,258","910","199","26"
"충청남도 공주시 (4415000000)","102,243","102,243","1,898","2,934","3,690","4,275","5,910","4,949","4,149","4,381","5,803","6,592","8,371","8,864","11,021","9,034","6,690","4,719","4,792","2,882","1,075","180","34","51,039","51,039","968","1,531","1,921","2,217","3,039","2,821","2,298","2,321","3,014","3,485","4,358","4,537","5,545","4,529","3,335","2,086","1,786","927","261","56","4","51,204","51,204","930","1,403","1,769","2,058","2,871","2,128","1,851","2,060","2,789","3,107","4,013","4,327","5,476","4,505","3,355","2,633","3,006","1,955","814","124","30","101,798","101,798","1,793","2,651","3,611","4,265","6,015","4,881","4,130","4,147","5,612","6,262","8,078","8,977","10,920","9,668","6,750","5,014","4,609","2,991","1,184","201","39","50,742","50,742","920","1,368","1,896","2,222","2,965","2,773","2,309","2,206","2,885","3,353","4,168","4,616","5,514","4,855","3,340","2,278","1,754","958","305","50","7","51,056","51,056","873","1,283","1,715","2,043","3,050","2,108","1,821","1,941","2,727","2,909","3,910","4,361","5,406","4,813","3,410","2,736","2,855","2,033","879","151","32","100,971","100,971","1,617","2,418","3,518","4,326","6,078","4,523","4,263","4,007","5,334","6,009","7,766","8,911","10,528","10,240","7,097","5,233","4,475","3,084","1,267","243","34","50,358","50,358","860","1,234","1,849","2,231","2,905","2,530","2,440","2,113","2,766","3,193","4,021","4,622","5,377","5,128","3,495","2,492","1,707","991","340","58","6","50,613","50,613","757","1,184","1,669","2,095","3,173","1,993","1,823","1,894","2,568","2,816","3,745","4,289","5,151","5,112","3,602","2,741","2,768","2,093","927","185","28"
"충청남도 보령시 (4418000000)","96,931","96,931","2,058","3,131","3,874","3,946","4,306","4,272","3,888","4,521","5,960","6,921","8,147","8,118","10,075","8,337","6,574","4,831","4,371","2,530","863","183","25","49,097","49,097","1,049","1,573","1,968","2,069","2,462","2,507","2,222","2,381","3,256","3,784","4,433","4,291","5,074","4,109","3,098","2,098","1,657","842","183","38","3","47,834","47,834","1,009","1,558","1,906","1,877","1,844","1,765","1,666","2,140","2,704","3,137","3,714","3,827","5,001","4,228","3,476","2,733","2,714","1,688","680","145","22","95,533","95,533","1,911","2,907","3,702","3,910","3,831","4,127","3,893","4,149","5,967","6,437","7,950","8,411","9,849","8,842","6,489","5,049","4,259","2,687","942","191","30","48,355","48,355","985","1,433","1,873","2,091","2,157","2,374","2,262","2,219","3,253","3,505","4,297","4,484","4,996","4,367","3,042","2,228","1,637","867","242","38","5","47,178","47,178","926","1,474","1,829","1,819","1,674","1,753","1,631","1,930","2,714","2,932","3,653","3,927","4,853","4,475","3,447","2,821","2,622","1,820","700","153","25","93,514","93,514","1,726","2,599","3,606","3,718","3,507","3,874","3,800","3,883","5,540","6,119","7,811","8,268","9,647","9,116","6,741","5,308","4,201","2,779","1,014","220","37","47,321","47,321","900","1,315","1,814","1,939","1,991","2,224","2,216","2,069","3,015","3,319","4,254","4,398","4,962","4,508","3,161","2,406","1,638","903","245","37","7","46,193","46,193","826","1,284","1,792","1,779","1,516","1,650","1,584","1,814","2,525","2,800","3,557","3,870","4,685","4,608","3,580","2,902","2,563","1,876","769","183","30"
